SrvcDstrctNm,DsbltyGrpNm,AgeBnd,PrtcpntCnt,SuppCatg,RprtDt,Key
North East Metro,Hearing Impairment,45 to 54,14,Capital,30JUN2022,76423
North East Metro,Hearing Impairment,45 to 54,30,Core,30JUN2022,76424
North East Metro,Hearing Impairment,55 to 64,45,ALL,30JUN2022,76425
North East Metro,Hearing Impairment,55 to 64,43,Capacity Building,30JUN2022,76426
North East Metro,Hearing Impairment,55 to 64,18,Capital,30JUN2022,76427
North East Metro,Hearing Impairment,55 to 64,49,Core,30JUN2022,76428
North East Metro,Hearing Impairment,65+,5,ALL,30JUN2022,76429
North East Metro,Hearing Impairment,65+,5,Capacity Building,30JUN2022,76430
North East Metro,Hearing Impairment,65+,5,Capital,30JUN2022,76431
North East Metro,Hearing Impairment,65+,5,Core,30JUN2022,76432
North East Metro,Hearing Impairment,7 to 14,51,ALL,30JUN2022,76433
North East Metro,Hearing Impairment,7 to 14,48,Capacity Building,30JUN2022,76434
North East Metro,Hearing Impairment,7 to 14,5,Capital,30JUN2022,76435
North East Metro,Hearing Impairment,7 to 14,49,Core,30JUN2022,76436
North East Metro,Hearing Impairment,ALL,281,ALL,30JUN2022,76437
North East Metro,Hearing Impairment,ALL,253,Capacity Building,30JUN2022,76438
North East Metro,Hearing Impairment,ALL,68,Capital,30JUN2022,76439
North East Metro,Hearing Impairment,ALL,272,Core,30JUN2022,76440
North East Metro,Intellectual Disability,0 to 6,40,ALL,30JUN2022,76441
North East Metro,Intellectual Disability,0 to 6,35,Capacity Building,30JUN2022,76442
North East Metro,Intellectual Disability,0 to 6,18,Capital,30JUN2022,76443
North East Metro,Intellectual Disability,0 to 6,43,Core,30JUN2022,76444
North East Metro,Intellectual Disability,15 to 18,125,ALL,30JUN2022,76445
North East Metro,Intellectual Disability,15 to 18,125,Capacity Building,30JUN2022,76446
North East Metro,Intellectual Disability,15 to 18,23,Capital,30JUN2022,76447
North East Metro,Intellectual Disability,15 to 18,96,Core,30JUN2022,76448
North East Metro,Intellectual Disability,19 to 24,164,ALL,30JUN2022,76449
North East Metro,Intellectual Disability,19 to 24,156,Capacity Building,30JUN2022,76450
North East Metro,Intellectual Disability,19 to 24,26,Capital,30JUN2022,76451
North East Metro,Intellectual Disability,19 to 24,148,Core,30JUN2022,76452
North East Metro,Intellectual Disability,25 to 34,257,ALL,30JUN2022,76453
North East Metro,Intellectual Disability,25 to 34,248,Capacity Building,30JUN2022,76454
North East Metro,Intellectual Disability,25 to 34,65,Capital,30JUN2022,76455
North East Metro,Intellectual Disability,25 to 34,247,Core,30JUN2022,76456
North East Metro,Intellectual Disability,35 to 44,146,ALL,30JUN2022,76457
North East Metro,Intellectual Disability,35 to 44,139,Capacity Building,30JUN2022,76458
North East Metro,Intellectual Disability,35 to 44,48,Capital,30JUN2022,76459
North East Metro,Intellectual Disability,35 to 44,140,Core,30JUN2022,76460
North East Metro,Intellectual Disability,45 to 54,148,ALL,30JUN2022,76461
North East Metro,Intellectual Disability,45 to 54,147,Capacity Building,30JUN2022,76462
North East Metro,Intellectual Disability,45 to 54,67,Capital,30JUN2022,76463
North East Metro,Intellectual Disability,45 to 54,149,Core,30JUN2022,76464
North East Metro,Intellectual Disability,55 to 64,146,ALL,30JUN2022,76465
North East Metro,Intellectual Disability,55 to 64,146,Capacity Building,30JUN2022,76466
North East Metro,Intellectual Disability,55 to 64,88,Capital,30JUN2022,76467
North East Metro,Intellectual Disability,55 to 64,144,Core,30JUN2022,76468
North East Metro,Intellectual Disability,65+,60,ALL,30JUN2022,76469
North East Metro,Intellectual Disability,65+,57,Capacity Building,30JUN2022,76470
North East Metro,Intellectual Disability,65+,35,Capital,30JUN2022,76471
North East Metro,Intellectual Disability,65+,64,Core,30JUN2022,76472
North East Metro,Intellectual Disability,7 to 14,173,ALL,30JUN2022,76473
North East Metro,Intellectual Disability,7 to 14,173,Capacity Building,30JUN2022,76474
North East Metro,Intellectual Disability,7 to 14,55,Capital,30JUN2022,76475
North East Metro,Intellectual Disability,7 to 14,126,Core,30JUN2022,76476
North East Metro,Intellectual Disability,ALL,1259,ALL,30JUN2022,76477
North East Metro,Intellectual Disability,ALL,1233,Capacity Building,30JUN2022,76478
North East Metro,Intellectual Disability,ALL,424,Capital,30JUN2022,76479
North East Metro,Intellectual Disability,ALL,1152,Core,30JUN2022,76480
North East Metro,Multiple Sclerosis,19 to 24,5,ALL,30JUN2022,76489
North East Metro,Multiple Sclerosis,19 to 24,5,Capacity Building,30JUN2022,76490
North East Metro,Multiple Sclerosis,19 to 24,5,Core,30JUN2022,76492
North East Metro,Multiple Sclerosis,25 to 34,5,ALL,30JUN2022,76493
North East Metro,Multiple Sclerosis,25 to 34,5,Capacity Building,30JUN2022,76494
North East Metro,Multiple Sclerosis,25 to 34,5,Capital,30JUN2022,76495
North East Metro,Multiple Sclerosis,25 to 34,5,Core,30JUN2022,76496
North East Metro,Multiple Sclerosis,35 to 44,20,ALL,30JUN2022,76497
North East Metro,Multiple Sclerosis,35 to 44,20,Capacity Building,30JUN2022,76498
North East Metro,Multiple Sclerosis,35 to 44,5,Capital,30JUN2022,76499
North East Metro,Multiple Sclerosis,35 to 44,18,Core,30JUN2022,76500
North East Metro,Multiple Sclerosis,45 to 54,37,ALL,30JUN2022,76501
North East Metro,Multiple Sclerosis,45 to 54,37,Capacity Building,30JUN2022,76502
North East Metro,Multiple Sclerosis,45 to 54,22,Capital,30JUN2022,76503
North East Metro,Multiple Sclerosis,45 to 54,42,Core,30JUN2022,76504
North East Metro,Multiple Sclerosis,55 to 64,52,ALL,30JUN2022,76505
North East Metro,Multiple Sclerosis,55 to 64,57,Capacity Building,30JUN2022,76506
North East Metro,Multiple Sclerosis,55 to 64,47,Capital,30JUN2022,76507
North East Metro,Multiple Sclerosis,55 to 64,56,Core,30JUN2022,76508
North East Metro,Multiple Sclerosis,65+,28,ALL,30JUN2022,76509
North East Metro,Multiple Sclerosis,65+,26,Capacity Building,30JUN2022,76510
North East Metro,Multiple Sclerosis,65+,19,Capital,30JUN2022,76511
North East Metro,Multiple Sclerosis,65+,31,Core,30JUN2022,76512
North East Metro,Multiple Sclerosis,ALL,142,ALL,30JUN2022,76517
North East Metro,Multiple Sclerosis,ALL,142,Capacity Building,30JUN2022,76518
North East Metro,Multiple Sclerosis,ALL,97,Capital,30JUN2022,76519
North East Metro,Multiple Sclerosis,ALL,141,Core,30JUN2022,76520
North East Metro,Other,0 to 6,5,ALL,30JUN2022,76521
North East Metro,Other,0 to 6,5,Capacity Building,30JUN2022,76522
North East Metro,Other,0 to 6,5,Capital,30JUN2022,76523
North East Metro,Other,0 to 6,5,Core,30JUN2022,76524
North East Metro,Other,15 to 18,5,ALL,30JUN2022,76525
North East Metro,Other,15 to 18,5,Capacity Building,30JUN2022,76526
North East Metro,Other,15 to 18,5,Capital,30JUN2022,76527
North East Metro,Other,15 to 18,5,Core,30JUN2022,76528
North East Metro,Other,19 to 24,5,ALL,30JUN2022,76529
North East Metro,Other,19 to 24,5,Capacity Building,30JUN2022,76530
North East Metro,Other,19 to 24,5,Capital,30JUN2022,76531
North East Metro,Other,19 to 24,5,Core,30JUN2022,76532
North East Metro,Other,25 to 34,5,ALL,30JUN2022,76533
North East Metro,Other,25 to 34,5,Capacity Building,30JUN2022,76534
North East Metro,Other,25 to 34,5,Capital,30JUN2022,76535
North East Metro,Other,25 to 34,5,Core,30JUN2022,76536
North East Metro,Other,35 to 44,14,ALL,30JUN2022,76537
North East Metro,Other,35 to 44,14,Capacity Building,30JUN2022,76538
North East Metro,Other,35 to 44,5,Capital,30JUN2022,76539
North East Metro,Other,35 to 44,14,Core,30JUN2022,76540
North East Metro,Other,45 to 54,11,ALL,30JUN2022,76541
North East Metro,Other,45 to 54,14,Capacity Building,30JUN2022,76542
North East Metro,Other,45 to 54,5,Capital,30JUN2022,76543
North East Metro,Other,45 to 54,13,Core,30JUN2022,76544
North East Metro,Other,55 to 64,21,ALL,30JUN2022,76545
North East Metro,Other,55 to 64,18,Capacity Building,30JUN2022,76546
North East Metro,Other,55 to 64,17,Capital,30JUN2022,76547
North East Metro,Other,55 to 64,22,Core,30JUN2022,76548
North East Metro,Other,65+,5,ALL,30JUN2022,76549
North East Metro,Other,65+,5,Capacity Building,30JUN2022,76550
North East Metro,Other,65+,5,Capital,30JUN2022,76551
North East Metro,Other,65+,5,Core,30JUN2022,76552
North East Metro,Other,7 to 14,17,ALL,30JUN2022,76553
North East Metro,Other,7 to 14,19,Capacity Building,30JUN2022,76554
North East Metro,Other,7 to 14,5,Capital,30JUN2022,76555
North East Metro,Other,7 to 14,5,Core,30JUN2022,76556
North East Metro,Other,ALL,88,ALL,30JUN2022,76557
North East Metro,Other,ALL,88,Capacity Building,30JUN2022,76558
North East Metro,Other,ALL,57,Capital,30JUN2022,76559
North East Metro,Other,ALL,79,Core,30JUN2022,76560
North East Metro,Other Neurological,0 to 6,5,ALL,30JUN2022,76561
North East Metro,Other Neurological,0 to 6,5,Capacity Building,30JUN2022,76562
North East Metro,Other Neurological,0 to 6,5,Capital,30JUN2022,76563
North East Metro,Other Neurological,0 to 6,5,Core,30JUN2022,76564
North East Metro,Other Neurological,15 to 18,17,ALL,30JUN2022,76565
North East Metro,Other Neurological,15 to 18,21,Capacity Building,30JUN2022,76566
North East Metro,Other Neurological,15 to 18,5,Capital,30JUN2022,76567
North East Metro,Other Neurological,15 to 18,14,Core,30JUN2022,76568
North East Metro,Other Neurological,19 to 24,13,ALL,30JUN2022,76569
North East Metro,Other Neurological,19 to 24,13,Capacity Building,30JUN2022,76570
North East Metro,Other Neurological,19 to 24,5,Capital,30JUN2022,76571
North East Metro,Other Neurological,19 to 24,12,Core,30JUN2022,76572
North East Metro,Other Neurological,25 to 34,16,ALL,30JUN2022,76573
North East Metro,Other Neurological,25 to 34,16,Capacity Building,30JUN2022,76574
North East Metro,Other Neurological,25 to 34,5,Capital,30JUN2022,76575
North East Metro,Other Neurological,25 to 34,14,Core,30JUN2022,76576
North East Metro,Other Neurological,35 to 44,22,ALL,30JUN2022,76577
North East Metro,Other Neurological,35 to 44,16,Capacity Building,30JUN2022,76578
North East Metro,Other Neurological,35 to 44,12,Capital,30JUN2022,76579
North East Metro,Other Neurological,35 to 44,22,Core,30JUN2022,76580
North East Metro,Other Neurological,45 to 54,51,ALL,30JUN2022,76581
North East Metro,Other Neurological,45 to 54,55,Capacity Building,30JUN2022,76582
North East Metro,Other Neurological,45 to 54,33,Capital,30JUN2022,76583
North East Metro,Other Neurological,45 to 54,55,Core,30JUN2022,76584
North East Metro,Other Neurological,55 to 64,103,ALL,30JUN2022,76585
North East Metro,Other Neurological,55 to 64,105,Capacity Building,30JUN2022,76586
North East Metro,Other Neurological,55 to 64,69,Capital,30JUN2022,76587
North East Metro,Other Neurological,55 to 64,108,Core,30JUN2022,76588
North East Metro,Other Neurological,65+,49,ALL,30JUN2022,76589
North East Metro,Other Neurological,65+,44,Capacity Building,30JUN2022,76590
North East Metro,Other Neurological,65+,27,Capital,30JUN2022,76591
North East Metro,Other Neurological,65+,45,Core,30JUN2022,76592
North East Metro,Other Neurological,7 to 14,23,ALL,30JUN2022,76593
North East Metro,Other Neurological,7 to 14,27,Capacity Building,30JUN2022,76594
North East Metro,Other Neurological,7 to 14,13,Capital,30JUN2022,76595
North East Metro,Other Neurological,7 to 14,25,Core,30JUN2022,76596
North East Metro,Other Neurological,ALL,302,ALL,30JUN2022,76597
North East Metro,Other Neurological,ALL,299,Capacity Building,30JUN2022,76598
North East Metro,Other Neurological,ALL,196,Capital,30JUN2022,76599
North East Metro,Other Neurological,ALL,294,Core,30JUN2022,76600
North East Metro,Other Physical,0 to 6,5,ALL,30JUN2022,76601
North East Metro,Other Physical,0 to 6,5,Capacity Building,30JUN2022,76602
North East Metro,Other Physical,0 to 6,5,Capital,30JUN2022,76603
North East Metro,Other Physical,0 to 6,5,Core,30JUN2022,76604
North East Metro,Other Physical,15 to 18,5,ALL,30JUN2022,76605
North East Metro,Other Physical,15 to 18,5,Capacity Building,30JUN2022,76606
North East Metro,Other Physical,15 to 18,5,Capital,30JUN2022,76607
North East Metro,Other Physical,15 to 18,5,Core,30JUN2022,76608
North East Metro,Other Physical,19 to 24,12,ALL,30JUN2022,76609
North East Metro,Other Physical,19 to 24,12,Capacity Building,30JUN2022,76610
North East Metro,Other Physical,19 to 24,5,Capital,30JUN2022,76611
North East Metro,Other Physical,19 to 24,14,Core,30JUN2022,76612
North East Metro,Other Physical,25 to 34,13,ALL,30JUN2022,76613
North East Metro,Other Physical,25 to 34,13,Capacity Building,30JUN2022,76614
North East Metro,Other Physical,25 to 34,12,Capital,30JUN2022,76615
North East Metro,Other Physical,25 to 34,13,Core,30JUN2022,76616
North East Metro,Other Physical,35 to 44,26,ALL,30JUN2022,76617
North East Metro,Other Physical,35 to 44,23,Capacity Building,30JUN2022,76618
North East Metro,Other Physical,35 to 44,25,Capital,30JUN2022,76619
North East Metro,Other Physical,35 to 44,25,Core,30JUN2022,76620
North East Metro,Other Physical,45 to 54,49,ALL,30JUN2022,76621
North East Metro,Other Physical,45 to 54,45,Capacity Building,30JUN2022,76622
North East Metro,Other Physical,45 to 54,39,Capital,30JUN2022,76623
North East Metro,Other Physical,45 to 54,46,Core,30JUN2022,76624
North East Metro,Other Physical,55 to 64,80,ALL,30JUN2022,76625
North East Metro,Other Physical,55 to 64,85,Capacity Building,30JUN2022,76626
North East Metro,Other Physical,55 to 64,67,Capital,30JUN2022,76627
North East Metro,Other Physical,55 to 64,85,Core,30JUN2022,76628
North East Metro,Other Physical,65+,56,ALL,30JUN2022,76629
North East Metro,Other Physical,65+,54,Capacity Building,30JUN2022,76630
North East Metro,Other Physical,65+,53,Capital,30JUN2022,76631
North East Metro,Other Physical,65+,58,Core,30JUN2022,76632
North East Metro,Other Physical,7 to 14,20,ALL,30JUN2022,76633
North East Metro,Other Physical,7 to 14,25,Capacity Building,30JUN2022,76634
North East Metro,Other Physical,7 to 14,16,Capital,30JUN2022,76635
North East Metro,Other Physical,7 to 14,16,Core,30JUN2022,76636
North East Metro,Other Physical,ALL,268,ALL,30JUN2022,76637
North East Metro,Other Physical,ALL,266,Capacity Building,30JUN2022,76638
North East Metro,Other Physical,ALL,232,Capital,30JUN2022,76639
North East Metro,Other Physical,ALL,260,Core,30JUN2022,76640
North East Metro,Other Sensory/Speech,0 to 6,5,ALL,30JUN2022,76641
North East Metro,Other Sensory/Speech,0 to 6,5,Capacity Building,30JUN2022,76642
North East Metro,Other Sensory/Speech,0 to 6,5,Core,30JUN2022,76644
North East Metro,Other Sensory/Speech,15 to 18,5,ALL,30JUN2022,76645
North East Metro,Other Sensory/Speech,15 to 18,5,Capacity Building,30JUN2022,76646
North East Metro,Other Sensory/Speech,15 to 18,5,Capital,30JUN2022,76647
North East Metro,Other Sensory/Speech,15 to 18,5,Core,30JUN2022,76648
North East Metro,Other Sensory/Speech,19 to 24,5,ALL,30JUN2022,76649
North East Metro,Other Sensory/Speech,19 to 24,5,Capacity Building,30JUN2022,76650
North East Metro,Other Sensory/Speech,19 to 24,5,Core,30JUN2022,76652
North East Metro,Other Sensory/Speech,25 to 34,5,ALL,30JUN2022,76653
North East Metro,Other Sensory/Speech,25 to 34,5,Capacity Building,30JUN2022,76654
North East Metro,Other Sensory/Speech,25 to 34,5,Capital,30JUN2022,76655
North East Metro,Other Sensory/Speech,25 to 34,5,Core,30JUN2022,76656
North East Metro,Other Sensory/Speech,55 to 64,5,ALL,30JUN2022,76665
North East Metro,Other Sensory/Speech,55 to 64,5,Capacity Building,30JUN2022,76666
North East Metro,Other Sensory/Speech,55 to 64,5,Capital,30JUN2022,76667
North East Metro,Other Sensory/Speech,55 to 64,5,Core,30JUN2022,76668
North East Metro,Other Sensory/Speech,7 to 14,34,ALL,30JUN2022,76673
North East Metro,Other Sensory/Speech,7 to 14,35,Capacity Building,30JUN2022,76674
North East Metro,Other Sensory/Speech,7 to 14,5,Capital,30JUN2022,76675
North East Metro,Other Sensory/Speech,7 to 14,5,Core,30JUN2022,76676
North East Metro,Other Sensory/Speech,ALL,43,ALL,30JUN2022,76677
North East Metro,Other Sensory/Speech,ALL,40,Capacity Building,30JUN2022,76678
North East Metro,Other Sensory/Speech,ALL,5,Capital,30JUN2022,76679
North East Metro,Other Sensory/Speech,ALL,17,Core,30JUN2022,76680
North East Metro,Psychosocial disability,15 to 18,5,ALL,30JUN2022,76685
North East Metro,Psychosocial disability,15 to 18,5,Capacity Building,30JUN2022,76686
North East Metro,Psychosocial disability,15 to 18,5,Capital,30JUN2022,76687
North East Metro,Psychosocial disability,15 to 18,5,Core,30JUN2022,76688
North East Metro,Psychosocial disability,19 to 24,20,ALL,30JUN2022,76689
North East Metro,Psychosocial disability,19 to 24,18,Capacity Building,30JUN2022,76690
North East Metro,Psychosocial disability,19 to 24,14,Core,30JUN2022,76692
North East Metro,Psychosocial disability,25 to 34,143,ALL,30JUN2022,76693
North East Metro,Psychosocial disability,25 to 34,141,Capacity Building,30JUN2022,76694
North East Metro,Psychosocial disability,25 to 34,5,Capital,30JUN2022,76695
North East Metro,Psychosocial disability,25 to 34,140,Core,30JUN2022,76696
North East Metro,Psychosocial disability,35 to 44,180,ALL,30JUN2022,76697
North East Metro,Psychosocial disability,35 to 44,181,Capacity Building,30JUN2022,76698
North East Metro,Psychosocial disability,35 to 44,5,Capital,30JUN2022,76699
North East Metro,Psychosocial disability,35 to 44,178,Core,30JUN2022,76700
North East Metro,Psychosocial disability,45 to 54,212,ALL,30JUN2022,76701
North East Metro,Psychosocial disability,45 to 54,208,Capacity Building,30JUN2022,76702
North East Metro,Psychosocial disability,45 to 54,12,Capital,30JUN2022,76703
North East Metro,Psychosocial disability,45 to 54,209,Core,30JUN2022,76704
North East Metro,Psychosocial disability,55 to 64,189,ALL,30JUN2022,76705
North East Metro,Psychosocial disability,55 to 64,184,Capacity Building,30JUN2022,76706
North East Metro,Psychosocial disability,55 to 64,19,Capital,30JUN2022,76707
North East Metro,Psychosocial disability,55 to 64,189,Core,30JUN2022,76708
North East Metro,Psychosocial disability,65+,65,ALL,30JUN2022,76709
North East Metro,Psychosocial disability,65+,65,Capacity Building,30JUN2022,76710
North East Metro,Psychosocial disability,65+,5,Capital,30JUN2022,76711
North East Metro,Psychosocial disability,65+,62,Core,30JUN2022,76712
North East Metro,Psychosocial disability,7 to 14,5,ALL,30JUN2022,76713
North East Metro,Psychosocial disability,7 to 14,5,Capacity Building,30JUN2022,76714
North East Metro,Psychosocial disability,7 to 14,5,Core,30JUN2022,76716
North East Metro,Psychosocial disability,ALL,819,ALL,30JUN2022,76717
North East Metro,Psychosocial disability,ALL,811,Capacity Building,30JUN2022,76718
North East Metro,Psychosocial disability,ALL,48,Capital,30JUN2022,76719
North East Metro,Psychosocial disability,ALL,796,Core,30JUN2022,76720
North East Metro,Spinal Cord Injury,19 to 24,5,ALL,30JUN2022,76729
North East Metro,Spinal Cord Injury,19 to 24,5,Capacity Building,30JUN2022,76730
North East Metro,Spinal Cord Injury,19 to 24,5,Capital,30JUN2022,76731
North East Metro,Spinal Cord Injury,19 to 24,5,Core,30JUN2022,76732
North East Metro,Spinal Cord Injury,25 to 34,14,ALL,30JUN2022,76733
North East Metro,Spinal Cord Injury,25 to 34,14,Capacity Building,30JUN2022,76734
North East Metro,Spinal Cord Injury,25 to 34,13,Capital,30JUN2022,76735
North East Metro,Spinal Cord Injury,25 to 34,14,Core,30JUN2022,76736
North East Metro,Spinal Cord Injury,35 to 44,14,ALL,30JUN2022,76737
North East Metro,Spinal Cord Injury,35 to 44,13,Capacity Building,30JUN2022,76738
North East Metro,Spinal Cord Injury,35 to 44,13,Capital,30JUN2022,76739
North East Metro,Spinal Cord Injury,35 to 44,14,Core,30JUN2022,76740
North East Metro,Spinal Cord Injury,45 to 54,21,ALL,30JUN2022,76741
North East Metro,Spinal Cord Injury,45 to 54,17,Capacity Building,30JUN2022,76742
North East Metro,Spinal Cord Injury,45 to 54,21,Capital,30JUN2022,76743
North East Metro,Spinal Cord Injury,45 to 54,21,Core,30JUN2022,76744
North East Metro,Spinal Cord Injury,55 to 64,33,ALL,30JUN2022,76745
North East Metro,Spinal Cord Injury,55 to 64,27,Capacity Building,30JUN2022,76746
North East Metro,Spinal Cord Injury,55 to 64,35,Capital,30JUN2022,76747
North East Metro,Spinal Cord Injury,55 to 64,28,Core,30JUN2022,76748
North East Metro,Spinal Cord Injury,65+,11,ALL,30JUN2022,76749
North East Metro,Spinal Cord Injury,65+,12,Capacity Building,30JUN2022,76750
North East Metro,Spinal Cord Injury,65+,14,Capital,30JUN2022,76751
North East Metro,Spinal Cord Injury,65+,14,Core,30JUN2022,76752
North East Metro,Spinal Cord Injury,ALL,94,ALL,30JUN2022,76757
North East Metro,Spinal Cord Injury,ALL,92,Capacity Building,30JUN2022,76758
North East Metro,Spinal Cord Injury,ALL,90,Capital,30JUN2022,76759
North East Metro,Spinal Cord Injury,ALL,94,Core,30JUN2022,76760
North East Metro,Stroke,19 to 24,5,ALL,30JUN2022,76769
North East Metro,Stroke,19 to 24,5,Capacity Building,30JUN2022,76770
North East Metro,Stroke,19 to 24,5,Core,30JUN2022,76772
North East Metro,Stroke,25 to 34,5,ALL,30JUN2022,76773
North East Metro,Stroke,25 to 34,5,Capacity Building,30JUN2022,76774
North East Metro,Stroke,25 to 34,5,Capital,30JUN2022,76775
North East Metro,Stroke,25 to 34,5,Core,30JUN2022,76776
North East Metro,Stroke,35 to 44,5,ALL,30JUN2022,76777
North East Metro,Stroke,35 to 44,5,Capacity Building,30JUN2022,76778
North East Metro,Stroke,35 to 44,5,Capital,30JUN2022,76779
North East Metro,Stroke,35 to 44,5,Core,30JUN2022,76780
North East Metro,Stroke,45 to 54,26,ALL,30JUN2022,76781
North East Metro,Stroke,45 to 54,27,Capacity Building,30JUN2022,76782
North East Metro,Stroke,45 to 54,15,Capital,30JUN2022,76783
North East Metro,Stroke,45 to 54,29,Core,30JUN2022,76784
North East Metro,Stroke,55 to 64,52,ALL,30JUN2022,76785
North East Metro,Stroke,55 to 64,55,Capacity Building,30JUN2022,76786
North East Metro,Stroke,55 to 64,35,Capital,30JUN2022,76787
North East Metro,Stroke,55 to 64,50,Core,30JUN2022,76788
North East Metro,Stroke,65+,17,ALL,30JUN2022,76789
North East Metro,Stroke,65+,22,Capacity Building,30JUN2022,76790
North East Metro,Stroke,65+,13,Capital,30JUN2022,76791
North East Metro,Stroke,65+,16,Core,30JUN2022,76792
North East Metro,Stroke,7 to 14,5,ALL,30JUN2022,76793
North East Metro,Stroke,7 to 14,5,Capacity Building,30JUN2022,76794
North East Metro,Stroke,7 to 14,5,Capital,30JUN2022,76795
North East Metro,Stroke,7 to 14,5,Core,30JUN2022,76796
North East Metro,Stroke,ALL,110,ALL,30JUN2022,76797
North East Metro,Stroke,ALL,109,Capacity Building,30JUN2022,76798
North East Metro,Stroke,ALL,75,Capital,30JUN2022,76799
North East Metro,Stroke,ALL,108,Core,30JUN2022,76800
North East Metro,Visual Impairment,0 to 6,5,ALL,30JUN2022,76801
North East Metro,Visual Impairment,0 to 6,5,Capacity Building,30JUN2022,76802
North East Metro,Visual Impairment,0 to 6,5,Core,30JUN2022,76804
North East Metro,Visual Impairment,15 to 18,5,ALL,30JUN2022,76805
North East Metro,Visual Impairment,15 to 18,5,Capacity Building,30JUN2022,76806
North East Metro,Visual Impairment,15 to 18,5,Capital,30JUN2022,76807
North East Metro,Visual Impairment,15 to 18,5,Core,30JUN2022,76808
North East Metro,Visual Impairment,19 to 24,5,ALL,30JUN2022,76809
North East Metro,Visual Impairment,19 to 24,5,Capacity Building,30JUN2022,76810
North East Metro,Visual Impairment,19 to 24,5,Capital,30JUN2022,76811
North East Metro,Visual Impairment,19 to 24,5,Core,30JUN2022,76812
North East Metro,Visual Impairment,25 to 34,11,ALL,30JUN2022,76813
North East Metro,Visual Impairment,25 to 34,5,Capacity Building,30JUN2022,76814
North East Metro,Visual Impairment,25 to 34,5,Capital,30JUN2022,76815
North East Metro,Visual Impairment,25 to 34,12,Core,30JUN2022,76816
North East Metro,Visual Impairment,35 to 44,11,ALL,30JUN2022,76817
North East Metro,Visual Impairment,35 to 44,5,Capacity Building,30JUN2022,76818
North East Metro,Visual Impairment,35 to 44,5,Capital,30JUN2022,76819
North East Metro,Visual Impairment,35 to 44,13,Core,30JUN2022,76820
North East Metro,Visual Impairment,45 to 54,23,ALL,30JUN2022,76821
North East Metro,Visual Impairment,45 to 54,22,Capacity Building,30JUN2022,76822
North East Metro,Visual Impairment,45 to 54,14,Capital,30JUN2022,76823
North East Metro,Visual Impairment,45 to 54,22,Core,30JUN2022,76824
North East Metro,Visual Impairment,55 to 64,47,ALL,30JUN2022,76825
North East Metro,Visual Impairment,55 to 64,48,Capacity Building,30JUN2022,76826
North East Metro,Visual Impairment,55 to 64,37,Capital,30JUN2022,76827
North East Metro,Visual Impairment,55 to 64,50,Core,30JUN2022,76828
North East Metro,Visual Impairment,65+,14,ALL,30JUN2022,76829
North East Metro,Visual Impairment,65+,14,Capacity Building,30JUN2022,76830
North East Metro,Visual Impairment,65+,5,Capital,30JUN2022,76831
North East Metro,Visual Impairment,65+,14,Core,30JUN2022,76832
North East Metro,Visual Impairment,7 to 14,5,ALL,30JUN2022,76833
North East Metro,Visual Impairment,7 to 14,5,Capacity Building,30JUN2022,76834
North East Metro,Visual Impairment,7 to 14,5,Capital,30JUN2022,76835
North East Metro,Visual Impairment,7 to 14,5,Core,30JUN2022,76836
North East Metro,Visual Impairment,ALL,127,ALL,30JUN2022,76837
North East Metro,Visual Impairment,ALL,123,Capacity Building,30JUN2022,76838
North East Metro,Visual Impairment,ALL,68,Capital,30JUN2022,76839
North East Metro,Visual Impairment,ALL,127,Core,30JUN2022,76840
North Metro,ABI,0 to 6,5,ALL,30JUN2022,76841
North Metro,ABI,0 to 6,5,Capacity Building,30JUN2022,76842
North Metro,ABI,0 to 6,5,Core,30JUN2022,76844
North Metro,ABI,15 to 18,5,ALL,30JUN2022,76845
North Metro,ABI,15 to 18,5,Capacity Building,30JUN2022,76846
North Metro,ABI,15 to 18,5,Capital,30JUN2022,76847
North Metro,ABI,15 to 18,5,Core,30JUN2022,76848
North Metro,ABI,19 to 24,11,ALL,30JUN2022,76849
North Metro,ABI,19 to 24,12,Capacity Building,30JUN2022,76850
North Metro,ABI,19 to 24,5,Capital,30JUN2022,76851
North Metro,ABI,19 to 24,12,Core,30JUN2022,76852
North Metro,ABI,25 to 34,22,ALL,30JUN2022,76853
North Metro,ABI,25 to 34,23,Capacity Building,30JUN2022,76854
North Metro,ABI,25 to 34,5,Capital,30JUN2022,76855
North Metro,ABI,25 to 34,21,Core,30JUN2022,76856
North Metro,ABI,35 to 44,23,ALL,30JUN2022,76857
North Metro,ABI,35 to 44,24,Capacity Building,30JUN2022,76858
North Metro,ABI,35 to 44,14,Capital,30JUN2022,76859
North Metro,ABI,35 to 44,20,Core,30JUN2022,76860
North Metro,ABI,45 to 54,27,ALL,30JUN2022,76861
North Metro,ABI,45 to 54,29,Capacity Building,30JUN2022,76862
North Metro,ABI,45 to 54,13,Capital,30JUN2022,76863
North Metro,ABI,45 to 54,32,Core,30JUN2022,76864
North Metro,ABI,55 to 64,38,ALL,30JUN2022,76865
North Metro,ABI,55 to 64,38,Capacity Building,30JUN2022,76866
North Metro,ABI,55 to 64,26,Capital,30JUN2022,76867
North Metro,ABI,55 to 64,42,Core,30JUN2022,76868
North Metro,ABI,65+,5,ALL,30JUN2022,76869
North Metro,ABI,65+,5,Capacity Building,30JUN2022,76870
North Metro,ABI,65+,5,Capital,30JUN2022,76871
North Metro,ABI,65+,5,Core,30JUN2022,76872
